"ID","LABEL","CHILDSCOUNT","TYPE","SCHOOL_ID"
"29","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","71"
"30","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","71"
"31","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","71"
"1","Žirniukų","0","Nuo 4 iki 5 metų","72"
"2","Nykštukų","19","Nuo 4 iki 5 metų","72"
"3","Pelėdžiukų","20","Nuo 5 iki 6 metų","72"
"4","Boružėlių","19","Nuo 6 iki 7 metų","72"
"5","Bitučių","20","Nuo 6 iki 7 metų","72"
"8","Drugelių","0","Nuo 3 iki 4 metų","72"
"12","Skruzdėliukų","0","Nuo 3 iki 4 metų","72"
"13","ZUIKUČIŲ","0","Nuo 1,5 iki 3 metų","72"
"14","ŽIOGELIŲ","0","Nuo 1,5 iki 3 metų","72"
"16","Ežiukių","0","Nuo 1,5 iki 3 metų","72"
"17","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","72"
"18","NAUJA DARŽELIS","10","Nuo 3 iki 4 metų","72"
"2","2 DARŽELIO GR.","0","Nuo 4 iki 5 metų","73"
"3","4 PRIEŠMOKYKLINĖ GR.","11","Nuo 6 iki 7 metų","73"
"5","5 DARŽ.GR.","0","Nuo 5 iki 6 metų","73"
"7","3 DARŽELIO GR.","0","Nuo 3 iki 4 metų","73"
"8","6 DARŽELIO GR.","0","Nuo 4 iki 5 metų","73"
"11","1 NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","73"
"13","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","73"
"1","BITUTĖS","0","Nuo 4 iki 5 metų","74"
"2","DRUGELIAI","0","Nuo 4 iki 5 metų","74"
"3","SKRUZDĖLIUKAI","12","Nuo 5 iki 6 metų","74"
"4","VOVERIUKAI","18","Nuo 5 iki 6 metų","74"
"5","MEŠKIUKAI","0","Nuo 3 iki 4 metų","74"
"6","PELĖDŽIUKAI","19","Nuo 3 iki 4 metų","74"
"12","BORUŽIUKAI","0","Nuo 3 iki 4 metų","74"
"13","EŽIUKAI","0","Nuo 3 iki 4 metų","74"
"15","ZUIKUČIAI","0","Nuo 1,5 iki 3 metų","74"
"16","KAČIUKAI","0","Nuo 1,5 iki 3 metų","74"
"17","PELIUKAI","0","Nuo 1,5 iki 3 metų","74"
"21","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","74"
"1","NYKŠTUKAI","0","Nuo 4 iki 5 metų","75"
"3","ZUIKUČIŲ","0","Nuo 5 iki 6 metų","75"
"4","SRAIGIUKŲ","10","Nuo 6 iki 7 metų","75"
"7","VOVERIUKAI","0","Nuo 3 iki 4 metų","75"
"11","ŽVIRBLIUKŲ","13","Nuo 1,5 iki 3 metų","75"
"12","KAČIUKŲ","14","Nuo 1,5 iki 3 metų","75"
"13","NAUJA (LOPŠELIS)","12","Nuo 1,5 iki 3 metų","75"
"14","NAUJA (LOPŠELIS)","10","Nuo 1,5 iki 3 metų","75"
"1","Drugeliai","0","Nuo 5 iki 6 metų","76"
"2","Bitutės","20","Nuo 6 iki 7 metų","76"
"5","Paukšteliai","21","Nuo 4 iki 5 metų","76"
"6","NYKŠTUKAI ","21","Nuo 3 iki 4 metų","76"
"7","NAUJA DARŽELIS","17","Nuo 3 iki 4 metų","76"
"2","DEBESĖLIŲ","10","Nuo 5 iki 7 metų","77"
"4","PUMPURĖLIŲ","18","Nuo 3 iki 5 metų","77"
"5","NAUJA DARŽELIS","11","Nuo 3 iki 5 metų","77"
"1","SMAGURIAI","19","Nuo 4 iki 5 metų","78"
"2","SMALSIUKAI","0","Nuo 4 iki 5 metų","78"
"3","AITVARIUKAI","0","Nuo 5 iki 6 metų","78"
"4","DAINORĖLIAI","18","Nuo 5 iki 6 metų","78"
"5","POKŠTUKAI","11","Nuo 6 iki 7 metų","78"
"6","KODĖLČIUKAI","7","Nuo 6 iki 7 metų","78"
"11","PASAKORIAI","0","Nuo 3 iki 4 metų","78"
"12","GUDRUČIAI","34","Nuo 3 iki 4 metų","78"
"17","NAMINUKAI","18","Nuo 4 iki 5 metų","78"
"20","KŪLVERSTUKAI","18","Nuo 1,5 iki 3 metų","78"
"21","TREPSIUKAI","0","Nuo 1,5 iki 3 metų","78"
"24","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","78"
"25","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","78"
"1","Smalsučiai","10","Nuo 6 iki 7 metų","79"
"2","Drugeliai","6","Nuo 5 iki 6 metų","79"
"4","Boružėlės","10","Nuo 5 iki 6 metų","79"
"7","Žiogeliai","0","Nuo 5 iki 6 metų","79"
"8","Bitutės","0","Nuo 5 iki 6 metų","79"
"11","Aitvarėliai","0","Nuo 4 iki 5 metų","79"
"12","Voveraitės","0","Nuo 4 iki 5 metų","79"
"13","Kodelčiukai","0","Nuo 3 iki 4 metų","79"
"14","Pelėdžiukai","0","Nuo 3 iki 4 metų","79"
"16","Kačiukai ","18","Nuo 3 iki 4 metų","79"
"17","Ančiukų","0","Nuo 1,5 iki 3 metų","79"
"18","Nykškukų","0","Nuo 1,5 iki 3 metų","79"
"19","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","79"
"20","NAUJA DARŽELIS","0","Nuo 3 iki 4 metų","79"
"4","Voveriukų","19","Nuo 5 iki 6 metų","80"
"5","Boružiukų","0","Nuo 5 iki 6 metų","80"
"6","Katinėlių","5","Nuo 6 iki 7 metų","80"
"7","Žiogelių","8","Nuo 6 iki 7 metų","80"
"10","Smalsiukai","19","Nuo 4 iki 5 metų","80"
"11","Kiškučiai","0","Nuo 4 iki 5 metų","80"
"13","Pėledžiukai ","0","Nuo 3 iki 4 metų","80"
"14","Kodelčiūkai ","0","Nuo 3 iki 4 metų","80"
"15","Peliukų ","0","Nuo 1,5 iki 3 metų","80"
"16","Viščiukų ","18","Nuo 1,5 iki 3 metų","80"
"17","Drugelių ","0","Nuo 1,5 iki 3 metų","80"
"18","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","80"
"19","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","80"
"1","Saulytės","21","Nuo 4 iki 5 metų","81"
"2","Zuikučiai","0","Nuo 5 iki 6 metų","81"
"3","Boružėlių","11","Nuo 6 iki 7 metų","81"
"6","Bitutės","0","Nuo 3 iki 6 metų","81"
"7","Pelėdžiukai","23","Nuo 3 iki 4 metų","81"
"11","Žvaigždutė","0","Nuo 1,5 iki 3 metų","81"
"12","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","81"
"1","Pagrandukai","0","Nuo 4 iki 5 metų","82"
"2","Pelėdžiukų ","19","Nuo 3 iki 4 metų","82"
"3","Ežiukai","20","Nuo 6 iki 7 metų","82"
"4","Skruzdėliukų","0","Nuo 5 iki 6 metų","82"
"5","Bitučių","8","Nuo 6 iki 7 metų","82"
"6","Boružiukų","9","Nuo 5 iki 7 metų","82"
"9","Meškiukų","17","Nuo 2 iki 6 metų","82"
"11","Nykštukai","0","Nuo 3 iki 4 metų","82"
"13","Zuikučių ","0","Nuo 1,5 iki 3 metų","82"
"15","Drugelių ","0","Nuo 3 iki 4 metų","82"
"17","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","82"
"18","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","82"
"2","Rūtelė","14","Nuo 4 iki 7 metų","83"
"4","Gėlytės","0","Nuo 3 iki 5 metų","83"
"6","Boružė","13","Nuo 1,5 iki 3 metų","83"
"7","NAUJA (LOPŠELIS)","13","Nuo 1,5 iki 3 metų","83"
"3","ZUIKUČIAI","0","Nuo 5 iki 6 metų","84"
"4","DRUGELIAI","0","Nuo 5 iki 6 metų","84"
"6","ŽVIRBLIUKAI","10","Nuo 6 iki 7 metų","84"
"7","PELĖDŽIUKAI","10","Nuo 6 iki 7 metų","84"
"12","SAULUTĖS","19","Nuo 3 iki 4 metų","84"
"14","GANDRIUKAI","0","Nuo 5 iki 6 metų","84"
"15","AITVARELIAI","0","Nuo 4 iki 5 metų","84"
"17","SMALSUČIAI","0","Nuo 3 iki 4 metų","84"
"19","ŽIRNIUKAI ","19","Nuo 3 iki 4 metų","84"
"20","BORUŽĖLĖS","0","Nuo 1,5 iki 3 metų","84"
"21","VARPELIAI","0","Nuo 1,5 iki 3 metų","84"
"22","NYKŠTUKAI","14","Nuo 6 iki 7 metų","84"
"23","NAUJA (LOPŠELIS)","10","Nuo 1,5 iki 3 metų","84"
"24","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","84"
"25","NAUJA DARŽELIS","14","Nuo 3 iki 4 metų","84"
"1","SMALSUČIŲ","0","Nuo 4 iki 5 metų","85"
"2","GUDRUČIŲ","0","Nuo 5 iki 7 metų","85"
"7","PABIRUČIŲ","0","Nuo 3 iki 4 metų","85"
"18","Drugelių","11","Nuo 6 iki 7 metų","86"
"3","Nykštukų","0","Nuo 3 iki 4 metų","86"
"6","Montesori","0","Nuo 3 iki 7 metų","86"
"9","Žirniukų","0","Nuo 5 iki 6 metų","86"
"11","Voveriukų ","0","Nuo 3 iki 4 metų","86"
"13","VALDOFRO 12","0","Nuo 3 iki 7 metų","86"
"14","VALDORFO 2","0","Nuo 3 iki 7 metų","86"
"16","Gudručiai","10","Nuo 6 iki 7 metų","86"
"17","Bitelių","0","Nuo 4 iki 5 metų","86"
"19","Pabiručių ","0","Nuo 1,5 iki 3 metų","86"
"21","Šnekučių","0","Nuo 3 iki 4 metų","86"
"22","NAUJA (LOPŠELIS)","6","Nuo 1,5 iki 3 metų","86"
"2","Priešmokyklinė","16","Nuo 5 iki 7 metų","87"
"4","Darželio mišraus amžiaus grupė","0","Nuo 3 iki 5 metų","87"
"6","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","87"
"7","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","87"
"1","Vieversėlių","0","Nuo 4 iki 5 metų","88"
"2","Spindulėlių","0","Nuo 3 iki 6 metų","88"
"3","Pasagėlių","0","Nuo 5 iki 6 metų","88"
"4","Švyturėlių","0","Nuo 3 iki 6 metų","88"
"6","Kodėlčiukų","0","Nuo 3 iki 6 metų","88"
"7","Gudručių","6","Nuo 6 iki 7 metų","88"
"8","Čiulbonėlių","9","Nuo 6 iki 7 metų","88"
"11","Verpstelių ","0","Nuo 3 iki 4 metų","88"
"21","Smalsučiai","0","Nuo 1,5 iki 3 metų","88"
"22","Čiauškučiai ","0","Nuo 1,5 iki 3 metų","88"
"24","Pabiručiai","0","Nuo 3 iki 4 metų","88"
"26","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","88"
"1","KIŠKUČIAI","0","Nuo 4 iki 5 metų","89"
"2","PELIUKAI","0","Nuo 4 iki 5 metų","89"
"3","GUDRUČIAI","0","Nuo 5 iki 6 metų","89"
"4","ŽIRNIUKAI","0","Nuo 5 iki 6 metų","89"
"6","KODĖLČIUKAI","0","Nuo 6 iki 7 metų","89"
"7","ĄŽUOLIUKAI","0","Nuo 6 iki 7 metų","89"
"9","NYKŠTUKAI","0","Nuo 3 iki 7 metų","89"
"12","BORUŽIUKŲ","0","Nuo 3 iki 4 metų","89"
"14","DRUGELIAI","0","Nuo 3 iki 4 metų","89"
"17","OBUOLIUKAI","0","Nuo 1,5 iki 3 metų","89"
"18","BITUTĖS","0","Nuo 1,5 iki 3 metų","89"
"19","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","89"
"20","NAUJA (LOPŠELIS)","12","Nuo 1,5 iki 3 metų","89"
"21","Varpelis","12","Nuo 6 iki 7 metų","90"
"20","Saulutės","0","Nuo 4 iki 5 metų","90"
"19","Raktelis","18","Nuo 5 iki 6 metų","90"
"18","Žvaigždutės","0","Nuo 5 iki 6 metų","90"
"17","Nykštukas","0","Nuo 4 iki 5 metų","90"
"14","Žirniukai","0","Nuo 3 iki 4 metų","90"
"12","Lašeliai","0","Nuo 3 iki 4 metų","90"
"22","Grūdelis","18","Nuo 6 iki 7 metų","90"
"23","Braškytė","0","Nuo 1,5 iki 3 metų","90"
"24","Boružėlės","17","Nuo 3 iki 4 metų","90"
"25","Saldainiukai","0","Iki 1,5 metų","90"
"33","NAUJA (LOPŠELIS)","8","Iki 1,5 metų","90"
"34","NAUJA (LOPŠELIS)","6","Nuo 1,5 iki 3 metų","90"
"2","EŽIUKAI","0","Nuo 4 iki 5 metų","91"
"3","BITUTĖS","0","Nuo 5 iki 6 metų","91"
"4","NYKŠTUKAI","0","Nuo 5 iki 6 metų","91"
"5","PELĖDŽIUKAI","0","Nuo 6 iki 7 metų","91"
"6","DRUGELIAI","0","Nuo 6 iki 7 metų","91"
"12","GĖLYTĖS","0","Nuo 3 iki 4 metų","91"
"13","BORUŽĖLĖS","0","Nuo 3 iki 4 metų","91"
"14","SKRUZDĖLIUKAI","0","Nuo 4 iki 5 metų","91"
"16","ŽVIRBLIUKŲ","19","Nuo 3 iki 4 metų","91"
"17","ZUIKUČIŲ","0","Nuo 1,5 iki 3 metų","91"
"18","VARLIUKŲ","0","Nuo 1,5 iki 3 metų","91"
"20","ŽIOGELIŲ","19","Nuo 3 iki 4 metų","91"
"21","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","91"
"22","NAUJA DARŽELIS","20","Nuo 3 iki 4 metų","91"
"1","ZUIKUČIŲ (SPEC.)","20","Nuo 3 iki 5 metų","92"
"2","PAUKŠČIUKŲ","0","Nuo 1,5 iki 3 metų","92"
"6","LINKSMOJI ŠEIMYNĖLĖ (SPEC)","6","Nuo 6 iki 7 metų","92"
"8","NYKŠTUKŲ","0","Nuo 4 iki 5 metų","92"
"10","LAŠELIŲ","0","Nuo 6 iki 7 metų","92"
"13","KAČIUKAI (SPEC)","8","Nuo 5 iki 6 metų","92"
"14","ŽVAIGŽDUTĖS  (SPEC)","18","Nuo 6 iki 7 metų","92"
"15","ANČIUKAI (SPEC)","15","Nuo 4 iki 5 metų","92"
"16","TIGRIUKAI","0","Nuo 3 iki 4 metų","92"
"17","EŽIUKŲ (SPEC)","17","Nuo 5 iki 6 metų","92"
"20","BORUŽIUKŲ (SPEC)","8","Nuo 6 iki 7 metų","92"
"23","SAULYTĖS","12","Nuo 3 iki 4 metų","92"
"1","RAMUNĖLIŲ","0","Nuo 4 iki 5 metų","93"
"2","VARPELIŲ","0","Nuo 4 iki 5 metų","93"
"3","DRUGELIŲ","0","Nuo 5 iki 6 metų","93"
"4","KODĖLČIUKŲ","0","Nuo 5 iki 6 metų","93"
"7","LINELIS","4","Nuo 6 iki 7 metų","93"
"9","SAULUTĖS","7","Nuo 6 iki 7 metų","93"
"12","BITUTĖS","0","Nuo 3 iki 4 metų","93"
"13","DOBILIUKAI","0","Nuo 3 iki 4 metų","93"
"22","PUPYČIŲ","0","Nuo 1,5 iki 3 metų","93"
"23","ŽIRNIUKŲ","0","Nuo 1,5 iki 3 metų","93"
"24","BORUŽĖLIŲ","20","Nuo 3 iki 5 metų","93"
"25","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","93"
"26","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","93"
"3","Ančiukų","0","Nuo 5 iki 6 metų","94"
"4","Drugeliai","0","Nuo 4 iki 5 metų","94"
"5","Pelėdžiukai","8","Nuo 6 iki 7 metų","94"
"6","Voveriukai","0","Nuo 4 iki 5 metų","94"
"7","Bitučių","0","Nuo 5 iki 6 metų","94"
"11","Zylutės","7","Nuo 6 iki 7 metų","94"
"12","Meškučių","0","Nuo 3 iki 4 metų","94"
"13","Nykštukų","0","Nuo 3 iki 4 metų","94"
"18","Ežiukai","0","Nuo 4 iki 5 metų","94"
"19","Boružiukų ","0","Nuo 1,5 iki 3 metų","94"
"20","Zuikučių ","0","Nuo 1,5 iki 3 metų","94"
"21","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","94"
"1","Kodėlčiukai","0","Nuo 4 iki 5 metų","95"
"2","Saulutės","0","Nuo 4 iki 5 metų","95"
"3","Zuikučiai","0","Nuo 5 iki 6 metų","95"
"4","Vėžliukai","0","Nuo 5 iki 6 metų","95"
"5","Linksmieji nykštukai","0","Nuo 5 iki 6 metų","95"
"11","Kačiukų trobelė","15","Nuo 6 iki 7 metų","95"
"12","Ežiukai","13","Nuo 6 iki 7 metų","95"
"13","Gudručių šalis","0","Nuo 3 iki 4 metų","95"
"14","Lapučių mokyklėlė","20","Nuo 3 iki 4 metų","95"
"19","VOVERIUKAI ","0","Nuo 1,5 iki 3 metų","95"
"20","MEŠKUČIAI","0","Nuo 1,5 iki 3 metų","95"
"21","PELIUKAI","0","Nuo 1,5 iki 3 metų","95"
"22","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","95"
"23","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","95"
"2","PUMPURĖLIAI","0","Nuo 5 iki 6 metų","96"
"3","SAULUTĖS","0","Nuo 3 iki 5 metų","96"
"4","PRIEŠMOKYKLINĖ","12","Nuo 6 iki 7 metų","96"
"7","LOPŠELIS","0","Nuo 1,5 iki 3 metų","96"
"8","NAUJA (LOPŠELIS)","12","Nuo 1,5 iki 3 metų","96"
"21","LAŠIUKAI","3","Nuo 6 iki 7 metų","97"
"3","BITUTĖS","0","Nuo 3 iki 5 metų","97"
"4","BORUŽĖLĖS","0","Nuo 5 iki 6 metų","97"
"10","KAČIUKAI","0","Nuo 3 iki 4 metų","97"
"11","KIŠKUČIAI","0","Nuo 1,5 iki 3 metų","97"
"12","NYKŠTUKAI","0","Nuo 1,5 iki 3 metų","97"
"13","PELIUKAI","0","Nuo 1,5 iki 3 metų","97"
"14","AGUONOS","0","Nuo 4 iki 5 metų","97"
"15","LAPIUKŲ","0","Nuo 3 iki 5 metų","97"
"16","PELĖDŽIUKAI","0","Nuo 5 iki 7 metų","97"
"22","NAUJA (LOPŠELIS)","12","Nuo 1,5 iki 3 metų","97"
"23","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","97"
"24","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","97"
"2","Nykštukai","20","Nuo 4 iki 5 metų","98"
"3","Širdelė mergaičių estetinio lavinimo grupė","0","Nuo 3 iki 6 metų","98"
"4","Meškiukai","20","Nuo 5 iki 6 metų","98"
"5","Sauliukai","8","Nuo 6 iki 7 metų","98"
"6","Smalsučiai","3","Nuo 6 iki 7 metų","98"
"8","Pelėdžiukai ","0","Nuo 4 iki 5 metų","98"
"10","Katinėliai","17","Nuo 5 iki 6 metų","98"
"13","Ančiukai","0","Nuo 1,5 iki 3 metų","98"
"14","Vyturiukai ","0","Nuo 3 iki 4 metų","98"
"18","Voveriukai","20","Nuo 4 iki 5 metų","98"
"22","DRUGELIAI ","0","Iki 1,5 metų","98"
"23","Zuikučiai","19","Nuo 4 iki 5 metų","98"
"24","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","98"
"2","Kiškučiai","0","Nuo 3 iki 4 metų","99"
"3","Nykštukai","0","Nuo 2 iki 4 metų","99"
"6","Saulutės","14","Nuo 6 iki 7 metų","99"
"9","Drugeliai","15","Nuo 6 iki 7 metų","99"
"10","Ežiukai","16","Nuo 4 iki 6 metų","99"
"11","Bitutės","10","Nuo 3 iki 6 metų","99"
"12","Žirniukai","0","Nuo 1,5 iki 3 metų","99"
"17","Žvirbliukai","0","Nuo 1,5 iki 3 metų","99"
"19","Ramunėlės","0","Nuo 5 iki 6 metų","99"
"20","Pipirai","20","Nuo 5 iki 6 metų","99"
"21","Meškučiai","0","Nuo 4 iki 5 metų","99"
"25","NAUJA (LOPŠELIS)","13","Nuo 1,5 iki 3 metų","99"
"26","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","99"
"27","NAUJA DARŽELIS","11","Nuo 2 iki 4 metų","99"
"28","NAUJA DARŽELIS","15","Nuo 3 iki 4 metų","99"
"29","NAUJA DARŽELIS","10","Nuo 3 iki 6 metų","99"
"1","Viščiukų","0","Nuo 4 iki 5 metų","100"
"2","Riešutėliai ","19","Nuo 3 iki 4 metų","100"
"5","Ežiukai","0","Nuo 5 iki 6 metų","100"
"6","Pelėdžiukai","0","Nuo 6 iki 7 metų","100"
"7","Meškiukai","0","Nuo 5 iki 7 metų","100"
"11","Kiškučiai","0","Nuo 3 iki 4 metų","100"
"13","Voveriukų","0","Nuo 4 iki 5 metų","100"
"15","Saulutės","0","Nuo 3 iki 4 metų","100"
"16","Boruželės ","0","Nuo 1,5 iki 3 metų","100"
"18","Bitutės ","19","Nuo 3 iki 4 metų","100"
"19","Drugelių","0","Nuo 1,5 iki 3 metų","100"
"20","NAUJA (LOPŠELIS)","7","Nuo 1,5 iki 3 metų","100"
"21","NAUJA DARŽELIS","12","Nuo 3 iki 4 metų","100"
"1","Geniukų","0","Nuo 4 iki 5 metų","101"
"2","Svirpliukų","0","Nuo 6 iki 7 metų","101"
"4","Bitučių","15","Nuo 5 iki 6 metų","101"
"5","Boružėlių","0","Nuo 4 iki 5 metų","101"
"8","Drugelių","15","Nuo 5 iki 6 metų","101"
"12","Ežiukų","0","Nuo 3 iki 4 metų","101"
"13","Žirniukų","0","Nuo 3 iki 4 metų","101"
"22","Skruzdeliukų","0","Nuo 3 iki 4 metų","101"
"24","Pelėdžiukų","0","Nuo 1,5 iki 3 metų","101"
"25","Vyturėlių","0","Nuo 3 iki 4 metų","101"
"27","Aitvarų","0","Nuo 1,5 iki 3 metų","101"
"28","Voveriukų","0","Nuo 1,5 iki 3 metų","101"
"29","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","101"
"30","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","101"
"1","SAULUTĖS","0","Nuo 4 iki 5 metų","102"
"3","ŽIBUTĖ","0","Nuo 6 iki 7 metų","102"
"4","ŽIRNIUKAI","0","Nuo 5 iki 6 metų","102"
"5","BITUTĖS","0","Nuo 4 iki 7 metų","102"
"8","DRUGELIAI","0","Nuo 5 iki 7 metų","102"
"10","NEUŽMIRŠTUOLĖS","0","Nuo 2 iki 4 metų","102"
"12","OBUOLIUKAI","0","Nuo 3 iki 5 metų","102"
"14","SAULĖGRĄŽA","0","Nuo 3 iki 4 metų","102"
"17","BORUŽĖLĖS","0","Nuo 4 iki 5 metų","102"
"19","NYKŠTUKAS","0","Nuo 1,5 iki 3 metų","102"
"20","UOGELĖ","0","Nuo 1,5 iki 3 metų","102"
"22","VARPELIAI","0","Nuo 3 iki 4 metų","102"
"24","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","102"
"25","NAUJA (LOPŠELIS)","8","Nuo 1,5 iki 3 metų","102"
"26","NAUJA (LOPŠELIS)","8","Nuo 2 iki 4 metų","102"
"1","SMALSUČIAI","0","Nuo 5 iki 6 metų","103"
"2","KŪLVERSTUKAI","0","Nuo 5 iki 6 metų","103"
"3","KODĖLČIUKAI","15","Nuo 1,5 iki 3 metų","103"
"4","BORUŽĖLĖS","0","Nuo 1,5 iki 3 metų","103"
"5","VYTURĖLIAI","8","Nuo 6 iki 7 metų","103"
"6","PABIRUČIAI (LOGOPEDINĖ)","10","Nuo 3 iki 6 metų","103"
"7","GUDRUČIAI","0","Nuo 4 iki 5 metų","103"
"11","SEKLYTĖLĖ","9","Nuo 6 iki 7 metų","103"
"13","VARPELIAI (LOGOPEDINĖ)","3","Nuo 6 iki 7 metų","103"
"16","KIŠKUČIŲ","0","Nuo 3 iki 4 metų","103"
"17","ŽVIRBLIUKAI","0","Nuo 3 iki 4 metų","103"
"21","SAULUTĖS","0","Nuo 4 iki 5 metų","103"
"22","NAUJA (LOPŠELIS)","13","Nuo 1,5 iki 3 metų","103"
"23","NAUJA (LOPŠELIS)","13","Nuo 1,5 iki 3 metų","103"
"24","NAUJA DARŽELIS","11","Nuo 3 iki 4 metų","103"
"1","Kiškučiai","0","Nuo 3 iki 4 metų","104"
"2","Boružėlės","0","Nuo 4 iki 5 metų","104"
"3","Bitutės","0","Nuo 5 iki 6 metų","104"
"4","Drugeliai","0","Nuo 6 iki 7 metų","104"
"7","Pėledžiukai","0","Nuo 3 iki 4 metų","104"
"10","Kačiukų","0","Nuo 1,5 iki 3 metų","104"
"11","NAUJA (LOPŠELIS)","13","Nuo 1,5 iki 3 metų","104"
"1","GIRINUKŲ","0","Nuo 4 iki 5 metų","105"
"2","VYTURIUKŲ","0","Nuo 4 iki 5 metų","105"
"3","DRUGELIŲ","0","Nuo 5 iki 6 metų","105"
"4","GENIUKŲ","0","Nuo 5 iki 6 metų","105"
"5","VOVERIUKŲ","5","Nuo 6 iki 7 metų","105"
"6","PĖLEDŽIUKŲ","11","Nuo 6 iki 7 metų","105"
"10","BITUČIŲ (LOGOPEDINĖ)","12","Nuo 3 iki 6 metų","105"
"11","BORUŽIUKŲ (LOGOPEDINĖ)","10","Nuo 3 iki 6 metų","105"
"12","MEŠKUČIŲ","0","Nuo 3 iki 4 metų","105"
"17","KIŠKUČIŲ","0","Nuo 1,5 iki 3 metų","105"
"18","SVIRPLIUKŲ","0","Nuo 1,5 iki 3 metų","105"
"19","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","105"
"20","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","105"
"1","BORUŽIUKAI","0","Nuo 4 iki 5 metų","106"
"2","GĖLYTĖS","7","Nuo 5 iki 6 metų","106"
"3","DRUGELIAI","0","Nuo 3 iki 4 metų","106"
"4","ŽIRNIUKAI","0","Nuo 1,5 iki 3 metų","106"
"6","PAUKŠČIUKAI","0","Nuo 3 iki 4 metų","106"
"15","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","106"
"1","Daigelis(šatil)","0","Nuo 2 iki 4 metų","107"
"2","Pienė (savjon)","0","Nuo 4 iki 7 metų","107"
"9","NAUJA (LOPŠELIS)","5","Nuo 2 iki 4 metų","107"
"1","BERŽELIS","0","Nuo 4 iki 5 metų","108"
"3","ŠYPSENA","6","Nuo 6 iki 7 metų","108"
"4","NYKŠTUKAI","0","Nuo 4 iki 6 metų","108"
"6","PAGRANDUKAS","9","Nuo 6 iki 7 metų","108"
"7","RAMUNĖLIŲ","0","Nuo 4 iki 5 metų","108"
"11","PASAKAITĖ","20","Nuo 5 iki 6 metų","108"
"13","VARPELIAI","20","Nuo 3 iki 4 metų","108"
"14","GRŪDELIS","20","Nuo 3 iki 4 metų","108"
"15","JONVABALIS","20","Nuo 3 iki 5 metų","108"
"18","SMALSUČIAI","21","Nuo 3 iki 4 metų","108"
"19","BITUTĖS","0","Nuo 1,5 iki 3 metų","108"
"20","RIEŠUTĖLIAI","0","Nuo 1,5 iki 3 metų","108"
"23","NAUJA","2","Nuo 1,5 iki 3 metų","108"
"24","NAUJA (LOPŠELIS)","16","Nuo 1,5 iki 3 metų","108"
"25","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","108"
"2","SVIRPLIUKŲ","0","Nuo 4 iki 5 metų","109"
"3","GANDRIUKŲ","0","Nuo 5 iki 6 metų","109"
"4","VYTURIUKŲ","0","Nuo 5 iki 6 metų","109"
"5","GENIUKŲ","0","Nuo 5 iki 7 metų","109"
"6","BITUČIŲ","0","Nuo 6 iki 7 metų","109"
"11","BORUŽĖLIŲ","0","Nuo 1,5 iki 3 metų","109"
"12","SKRUZDĖLIUKŲ","0","Nuo 4 iki 5 metų","109"
"14","ŽVIRBLIUKŲ","0","Nuo 1,5 iki 3 metų","109"
"15","ŽIOGELIŲ","0","Nuo 1,5 iki 3 metų","109"
