ID;LABEL;"LEFT(ADDRESS, 256)";SCHOOLNO;WWW;SCHOOL_TYPE;BUILDDATE;REGION_TYPE;ELDERATE_ID;GIS_X;GIS_Y
377;Gluosnis;"Justiniškių g. 65";304028651;www.gluosnis.vilnius.lm.lt;1;2015-03-18;;9;6064191;578425
55;Giraitė;"Erfurto g. 42";190025214;;1;1990-01-14;;11;6060492;577795
597;"Gintarėlis (Popieriaus g. 46A)";"Popieriaus g. 46A";190029383;;1;1960-11-27;;1;6070424;586127
54;"Gintarėlis (Didlaukio g. 35)";"Didlaukio g. 35";190029383;;1;2012-09-12;;1;6066821;581859
53;"Gilužis (Vydūno g. 11A)";"Vydūno g. 11A";190028324;;1;1992-01-21;;12;6063915;576329
10207;"Gilužis (Pajautos g. 5)";"Pajautos g. 5";190028324;;1;2019-01-01;;12;6064266;575895
722;"Gilužis (Įsruties g. 30)";"Įsruties g. 30";190028324;;1;1986-10-26;;12;6064481;576209
186;Giliukas;"Minties g. 1";302716948;;1;2012-03-01;;2;6064063;583894
669;"Gervelė (Stadiono g. 5)";"Stadiono g. 5";190013589;;1;2018-01-01;;15;6059967;583359
52;"Gervelė (Dzūkų g. 32)";"Dzūkų g. 32";190013589;;1;1996-01-06;;19;6059430;582938
50;"Geniukų kalvė";"Muitinės g. 30";190012487;;1;1996-01-02;;17;6060904;581368
51;Gelvonėlis;"Gelvonų g. 1";290031830;;1;1996-01-13;;5;6065015;581076
155;Gėlynas;"Gėlių g. 9A";190012334;;1;1996-01-01;;16;6060442;582724
49;Gandriukas;"Fabijoniškių g. 7";190033129;;1;1111-11-11;;4;6065778;580283
163;Gabijėlė;"Gabijos g. 1";190033271;"dir. 8672 23332";1;1989-08-01;;7;6066898;579033
47;Eglutė;"Miglos g. 3";190019994;;1;2013-12-17;;6;6063700;580436
46;"Du gaideliai";"Pelesos g. 15";190014723;;1;1960-01-01;;19;6059555;582659
45;Drugelis;"Rinktinės g. 28A";190017071;;1;1968-06-01;;3;6062920;582954
44;Drevinukas;"K. Donelaičio g. 12";190018935;;1;2012-07-01;;17;6061130;580761
43;Dobilėlis;"Savanorių pr. 55";190014495;;3;1990-09-17;;0;0;0
317;"Dienos centras šviesa";"Baltasis Skersgatvis 3, Vilnius 01207";190997946;www.dcsviesa.lt;4;1992-06-24;;16;6061388;584087
368;"Dienos centras „Šviesa“";"Baltasis skg. 3A";190997946;;4;2015-01-01;;0;6061407;584122
42;Delfinukas;"Vido Maciulevičiaus g. 32";190027037;;1;1973-11-16;;10;0;0
536;"Darželis „Šilagėlė“ (VŠĮ „SG8“)";"Liepyno g. 4";191743947;http://www.silagelesdarzeliai.lt/;2;2017-07-27;;1111;6063057;580905
688;"Dainorėliai (Goštauto g. 4)";"Goštauto g. 4";190012291;"Goštauto g. DEBESELIŲ gr., PUMPURĖLIŲ gr.";1;1986-10-26;;17;0;0
160;"Dainorėliai (Ankštoji g. 11)";"Ankštoji g. 11";190012291;"Goštauto g. DEBESELIŲ gr., PUMPURĖLIŲ gr.";1;1996-01-02;;17;6062282;581589
41;Daigelis;"Dariaus ir Girėno g. 14";191727213;dir.mob.860191176;1;1996-01-13;;19;6059212;582247
40;Čiauškutis;"Sausio 13-osios g. 6";190027941;;3;1973-12-10;;1111;6062138;578557
39;Coliukė;"A.Kojelavičiaus g. 298 , A.Kojelavičiaus g. 304 , Karklėnų g. 15";190015444;;1;1991-11-15;;14;0;0
170;Boružėlė;"Latvių g. 40";190021721;;1;1111-11-11;;6;6062729;580386
37;Bitutė;"Paberžės g. 20";190031797;;1;1996-01-14;;5;6065254;580866
36;Birutės;"Birutės g. 4";190016927;;1;1974-12-13;;6;6061804;580647
35;Bildukas;"Mindaugo g. 7";190014876;;1;1989-09-01;;0;0;0
34;Beržynėlis;"Beržyno g. 7A";190019275;;1;1978-12-12;;17;6061242;580943
143;Berželis;"Taikos g. 187";190026120;;6;1111-11-11;;8;6064814;578102
154;Bangelė;"Žemaitės g. 3";190020434;;1;2013-03-06;;18;6060388;580757
327;Ąžuolas;"Žirmūnų g. 32";190020214;;1;1986-10-26;;2;6063664;583795
48;Aušrinė;"Laisvės pr. 57";190031110;;1;2013-03-07;;5;6065176;579435
33;Aušrelė;"Gerosios Vilties g. 28";190020391;;1;1111-11-11;;18;6060144;580536
142;Aušra;"Medeinos g. 5";190032365;;1;1980-07-17;;7;6066482;578753
32;Atžalėlės;"Antakalnio g. 74";190019122;;1;1989-11-14;;13;6064495;584600
565;"Asociacija EDUCADO";"Mokyklos g. 36";126304164;http://www.mokyklele.lt;2;2017-07-31;;1111;6068366;581844
638;"Asociacija „Menoklis“";"Žirgo g. 73";301151976;;2;2017-12-01;;1111;6065359;586068
526;"Antano Mockaus Asociacija";"Architektų g. 49";301520035;http://www.mockus.eu;2;2017-07-27;;1111;6060551;577431
31;Aitvaras;"Pašilaičių g. 10";190032931;;1;1987-12-12;;7;6066674;579323
153;Aidas;"Lakštingalų g. 8";190017790;;3;1998-11-14;;1111;6066829;585334
283;"„Atžalyno” mokykla-darželis";"Genių g. 25";191665861;;1;2014-09-01;;14;6062220;591840
10192;",,Mėnulio pasaka&quot;";"Stalupėnų g. 12";2147483647;https://www.menuliopasaka.lt/;2;2015-09-01;;0;6064348;576766
10;"_VMSA test";"Testinis darželis - adresas";190017790;;1;2013-05-10;;0;0;0
10189;"_Pirmumo teisei be eiles";"Nera g. 92";0;;1;2017-12-11;;0;0;0
10206;"_nauja istaiga 2020";"Konstitucijos pr. 3";188710061;;2;2020-01-01;;0;6062868;582468
